dataset_slug,dataset_name,metric_key,metric_name,unit,item_key,item_name,value
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q8533591,Mount Despair (Montana),8582
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7494776,Sherburne Peak,8578
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q8530490,Trischman Knob,8573
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q38251289,Dusty Star Mountain,8573
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49049173,Mellor Mountain,8570
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7299652,Razoredge Mountain,8569
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6667382,Logging Mountain,8566
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q4997905,Bunsen Peak,8564
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q48773879,Jabal 'Okran,8558
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49049526,Mesa Prieta,8554
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49086998,Veteado Mountain,8550
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6430815,Kootenai Peak,8542
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6921136,Mount Helen,8538
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49066847,Rattlesnake Mountain,8537
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49054569,Mount Shouplina,8531
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7492414,Sheep Mountain,8530
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q4949586,Boulder Peak,8527
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6924103,Mount Thompson,8527
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7928902,Vigil Peak,8527
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49176282,Enchantment Peak,8520
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7235114,Potosi Mountain,8517
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q168702,ローツェ,8516
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q14679952,Augustin Peak,8514
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7243709,Primus Peak,8508
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q5301699,Douglas Knob,8507
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q14713833,Mox Peaks,8504
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6671496,Lone Walker Mountain,8502
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q1054706,Ceraunius Tholus,8500
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q3322181,Mount Watkins,8497
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7149598,Paul Bunyans Cabin,8490
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q169986,マカルー,8485
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q6420007,Klawatti Peak,8485
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49068579,Rincon Peak,8482
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q4958351,Brave Dog Mountain,8468
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q4876523,Bear Peak,8459
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q4789668,Argonaut Peak,8457
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7114739,Owens Peak,8452
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q22072663,Crane Mountain,8451
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49084458,Tower Mountain,8444
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7808351,Tinkham Mountain,8442
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49044499,Little Annapurna,8440
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7656112,Swiftcurrent Mountain,8436
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q104875173,Point Lookout,8428
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7959746,Wahcheechee Mountain,8418
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q39046442,Hualapai Peak,8417
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q8533557,McPartland Mountain,8413
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q8537371,Griffin Butte,8411
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q4876733,Bearhead Mountain,8406
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q3784533,Eagle Butte,8405
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q8040179,Wynn Mountain,8404
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q5922338,Howlock Mountain,8401
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q49009399,Azurite Peak,8400
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q8537913,Mount Dall,8399
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7261437,Purple Mountain,8392
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q11237699,ローツェ・シャール峰,8383
world-mountains-earth,世界の山（地球・Wikidata）,height_m,標高,m,Q7575025,Specimen Ridge,8379
